,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N°,Fecha de Verificacion,Número de PERMISO otorgado por la CRE,Número de Estacion,Razón Social,ESTADO,MUNCIPIO,TOTAL DE INSTUMENTOS (MANGUERAS) VERIFICADOS,TOTAL DE INSTUMENTOS (MANGUERAS) INMOVILIZADOS,CAUSAS DE INMOVILIZACION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirección,Colonia,Código Postal,
73,1/4/23,PL/4164/EXP/ES/2015,6630,FUENTE LAS VARAS,CIUDAD DE MÉXICO,IZTAPALAPA,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. TLAHUAC NO. 331 Y 333,LOS REYES CULHUACAN,9800,
74,1/5/23,PL/626/EXP/ES/2015,12288,SERVICIO GRANADA. S. A. DE C. V.,MEXICO,COACALCO DE BERRIOZÁBAL,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALAQUIAS HUITRÓN NO. 39/41 MANZANA Z1 LOTE 4,SAN LORENZO TETLIXTAC,55714,
75,1/5/23,PL/19827/EXP/ES/2016,13197,INMOBILIARIA MIDGARD. S. A. DE C. V.,MEXICO,TECÁMAC,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA MEXIQUENSE NO. 2-A4,CONJUNTO URBANO LOS HÉROES TECAMAC,55765,
76,1/5/23,PL/10821/EXP/ES/2015,265,SÚPER SERVICIO RIOLUNA. S. A. DE C. V.,MEXICO,ECATEPEC DE MORELOS,24,3,0,0,1,6.27,0.00,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. VIA MORELOS NO. 65,ALAMOS DE SAN CRISTOBAL,55040,
77,1/6/23,PL/7797/EXP/ES/2015,10713,SERVICIO VERTIZ. S. A. DE C. V.,CIUDAD DE MÉXICO,IZTACALCO,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DR. JOSE MARIA VERTIZ NO. 417,DOCTORES,6720,
78,1/6/23,PL/882/EXP/ES/2015,SN,BP ESTACIONES Y SERVICIOS ENERGÉTICOS. S. A. DE C. V.,CIUDAD DE MÉXICO,COYOACÁN,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. CANAL DE MIRAMONTES 2727,JARDINES DE COYOACAN,4890,
79,1/6/23,PL/6541/EXP/ES/2015,2936,LUIS CABALLERO NAVARRO,CIUDAD DE MÉXICO,COYOACÁN,24,2,0,0,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RETORNO 816 NO. 8,CENTINELA,4450,
80,1/4/23,PL/2026/EXP/ES/2015,9225,TRANSTUR HOFRA. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. SAN JOSÉ NO.13-B,SAN JUAN IXHUATEPEC,54180,
81,1/4/23,PL/1020/EXP/ES/2015,6267,SERVICIO GOMASA. S. A. DE C. V.,MEXICO,ECATEPEC DE MORELOS,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLVD. EMILIANO ZAPATA NO.45 H,SAN PEDRO XALOSTOC,55310,
82,1/4/23,PL/1742/EXP/ES/2015,3540,GASOLINERÍA RECOLETOS. S. A. DE C. V.,MEXICO,ECATEPEC DE MORELOS,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. HANK GONZALEZ NO.120,RINCONADA DE ARAGÓN,55140,
83,1/5/23,PL/10582/EXP/ES/2015,11239,LUNA GAS. S. A. DE C. V.,MEXICO,CUAUTITLÁN,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA CUAUTITLAN-MELCHOR OCAMPO. MZNA. 60 LTE. 3. NO. 5 ,EL TECOJOTE,54810,
84,1/5/23,PL/11320/EXP/ES/2015,10681,PESAMA. S. A. DE C. V.,MEXICO,CUAUTITLÁN,17,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIBRAMIENTO LA JOYA NO. 11,SANTA MARIA,54820,
85,1/5/23,PL/2492/EXP/ES/2015,6492,SERVICIO OLIMPICO. S. A. DE C. V.,MEXICO,CUAUTITLÁN,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA LA JOYA S/N,BARRIO SAN JOSE MILLA,54870,
86,1/6/23,PL/6350/EXP/ES/2015,333,CONSORCIO GASOLINERO PLUS. S. A. DE C. V.,CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,32,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAMINO REAL A TOLUCA NO. 521,CRISTO REY ,1150,
87,1/6/23,PL/2700/EXP/ES/2015,29,SERVICIO SAN PEDRO. S. A. DE C. V.,CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,30,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLVD. ADOLFO LÓPEZ MATEOS NO. 282,SAN PEDRO DE LOS PINOS,1180,
88,1/6/23,PL/2901/EXP/ES/2015,36,SERVICIO REVOLUCIÓN 0036. S. A. DE C. V.,CIUDAD DE MÉXICO,BENITO JUÁREZ,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA REVOLUCIÓN NO.420,SAN PEDRO DE LOS PINOS,3800,
89,1/4/23,PL/918/EXP/ES/2015,5450,INMOBILIARIA TEPEPAN. S. A. DE C. V.,CIUDAD DE MÉXICO,XOCHIMILCO,42,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DELEGACIÓN XOCHIMILCO,LA NORIA,16030,
90,1/4/23,PL/5926/EXP/ES/2015,3562,RÍO TUERTO. S. A. DE C. V.,CIUDAD DE MÉXICO,IZTAPALAPA,44,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROLONGACION ARNESES NO. 549,SAN FRANCISCO CULHUACAN,9800,
91,1/4/23,PL/1144/EXP/ES/2015,309,SERVICIO LOS HÉROES DE CHURUBUSCO. S. A. DE C. V.,CIUDAD DE MÉXICO,IZTAPALAPA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CALZADA DE LA VIGA NO. 1112,HÉROES DE CHURUBUSCO,9090,
92,1/5/23,PL/2434/EXP/ES/2015,2921,IMPULSORA DE SERVICIOS AUTOMOTRICES. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,32,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTOPISTA MÉXICO QUERÉTARO 1 BIS,FRACC. LAS MARGARITAS,55040,
93,1/5/23,PL/1577/EXP/ES/2015,7632,DIMECO. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. PASEO  CONVENTO DE SANTA MÓNICA NO.70,JARDINES DE SANTA MÓNICA,54050,
94,1/5/23,PL/11029/EXP/ES/2015,5866,OPERADORA DE MINIESTACIONES COMBUSERV. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTOPISTA MEXICO-QUERETARO NO. 1973,VALLE DE LOS PINOS,54040,
95,1/6/23,PL/6003/EXP/ES/2015,6312,ADMINISTRADORA DE GASOLINERAS INTERLOMAS. S. A. DE C. V.,MEXICO,HUIXQUILUCAN,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOULEVARD MAGNO CENTRO NO. 8,BOSQUES DE LAS PALMAS,52760,
96,1/6/23,PL/9133/EXP/ES/2015,8656,INTEGRANTES DEL EJIDO DE SAN CRISTOBAL TEXCALUCAN. S. C. DE R. L.,MEXICO,HUIXQUILUCAN,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTOPISTA CHAMAPA-LA VENTA KM. 27.3,EJIDO DE SAN CRISTOBAL TEXCALUCAN,52796,
97,1/6/23,PL/2044/EXP/ES/2015,6804,PM ESTACIONES DE SERVICIO. S. A. DE C. V.,MEXICO,JILOTZINGO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA  NAUCALPAN IXTLAHUACA KM.7.5,SAN LUIS AYUCAN,54570,
98,1/4/23,PL/9702/EXP/ES/2015,2766,SABINO AGUIRRE. S. A. DE C. V.,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. IPN NO. 4904,CAPULTITLAN,7530,
99,1/4/23,PL/9723/EXP/ES/2015,5959,ALEJANDRO MARIO OCHOA FRAGOSO,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. DE LOS 100 METROS NO. 230,DEFENSORES DE LA REPUBLICA,7380,
100,1/4/23,PL/4133/EXP/ES/2015,38,SERVICIO NORTE. S. A. DE C. V.,CIUDAD DE MÉXICO,VENUSTIANO CARRANZA,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. CANAL DEL NORTE NO. 156,POPULAR RASTRO,15220,
101,1/5/23,PL/8713/EXP/ES/2015,9247,SÚPER SERVICIO ATIZAPAN. S. A. DE C. V.,MEXICO,ATIZAPÁN DE ZARAGOZA,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. HIDALGO NO. 66,PRESIDENTE ADOLFO LOPEZ MATEOS,52900,
102,1/5/23,PL/4703/EXP/ES/2015,6949,GRUPO YOROK. S. A. DE C. V.,MEXICO,ATIZAPÁN DE ZARAGOZA,8,1,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA LAGO DE GUADALUPE MZ. 128 LT. 25,SAN MIGUEL XOCHIMANGA,52927,
103,1/5/23,PL/1576/EXP/ES/2015,8565,SERVICIO RENDIDOR. S. A. DE C. V.,MEXICO,ATIZAPÁN DE ZARAGOZA,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA LAGO DE GUADALUPE KM. 5.7. CIUDAD LÓPEZ MATEOS,EJIDOS DE SAN MIGUEL CHALMA,52928,
104,1/6/23,PL/21363/EXP/ES/2018,SN,ESTACIÓN DE SERVICIO BOLONIA. S. A. DE C. V.,CIUDAD DE MÉXICO,MIGUEL HIDALGO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOULEVARD ADOLFO LÓPEZ MATEOS NO. 112,OBSERVATORIO,11801,
105,1/6/23,PL/990/EXP/ES/2015,4765,SERVICIO PERIVIA. S. A. DE C. V.,CIUDAD DE MÉXICO,MIGUEL HIDALGO,26,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANUEL DUBLAN NO.53,TACUBAYA,11870,
106,1/6/23,PL/7904/EXP/ES/2015,197,SERVICIOS FELUSA. S. A. DE C. V.,CIUDAD DE MÉXICO,MIGUEL HIDALGO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. REVOLUCION NO. 267,TACUBAYA,11870,
107,1/4/23,PL/1754/EXP/ES/2015,11209,ADMINISTRADORA DE ACTIVOS Y SERVICIOS. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,13,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALEJANDRINA NO.5,LA JOYA IXTACALA,54160,
108,1/4/23,PL/1629/EXP/ES/2015,282,SERVICIO SAN JAVIER. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. MARIO COLIN S/N ENTRE POPOCATEPETL E IXTLACIHUATL,SAN JAVIER,54030,
109,1/4/23,PL/2309/EXP/ES/2015,3176,SERVICIO CONDESA DE ZACATECAS. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,42,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. SANTA ROSA NO.1,LA JOYA IZTACALA,54160,
110,1/5/23,PL/1314/EXP/ES/2015,5580,SERVICIO POINTER. S. A. DE C. V.,CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. 5 DE MAYO NO. 407,MERCED GÓMEZ,1600,
111,1/5/23,PL/1796/EXP/ES/2015,2517,SERVICIO ALFONSO XIII. S. A. DE C. V.,CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA SANTA LUCIA NO.810,OLIVAR DEL CONDE,1400,
112,1/5/23,PL/8135/EXP/ES/2015,4807,ESTACIÓN DE CARGA PERIFÉRICO SUR LM. S. A. DE C. V.,CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA CENTRAL NO. 368-F,SAN PEDRO DE LOS PINOS,1180,
113,1/6/23,PL/4826/EXP/ES/2015,6131,PROMO GAS. S. A. DE C. V.,CIUDAD DE MÉXICO,BENITO JUÁREZ,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. TINTORETO EJE 6 SUR NO. 20,NONOALCO,3700,
114,1/6/23,PL/10897/EXP/ES/2015,2769,BP ESTACIONES Y SERVICIOS ENERGÉTICOS. S. A. DE C. V.,CIUDAD DE MÉXICO,BENITO JUÁREZ,34,6,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,FELIX CUEVAS NO. 435,DEL VALLE,3100,
115,1/6/23,PL/615/EXP/ES/2015,5303,PETROMAX. S. A. DE C. V.,CIUDAD DE MÉXICO,BENITO JUÁREZ,30,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. REVOLUCION #775,COL.- NONOALCO,3700,
116,1/9/23,PL/4532/EXP/ES/2015,5123,SÚPER SERVICIO GUADALUPE INSURGENTES. S. A. DE C. V.,MEXICO,LERMA,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KM 3.5 CARRT. AMOMOLULCO-ATARASQUILLO,SAN MATEO ATARASQUILLO,52000,
117,1/9/23,PL/5679/EXP/ES/2015,2929,SÚPER SERVICIO DLT. S. A. DE C. V.,MEXICO,SAN MATEO ATENCO,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRET. MEXICO-TOLUCA KM. 52.125,BARRIO LA CONCEPCION,52100,
118,1/10/23,PL/4715/EXP/ES/2015,293,SERVICIO VILLAVERDE. S. A.,HIDALGO,ATOTONILCO DE TULA,12,5,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA MEXICO-PROGRESO KM. 95,VILLAVERDE,42980,
119,1/10/23,PL/1074/EXP/ES/2015,8641,ESTACIÓN DE SERVICIO EL REFUGIO. S. A. DE C. V.,HIDALGO,ATOTONILCO DE TULA,11,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,CARR. ATITALAQUIA - APAXCO NO. 37,CENTRO EL REFUGIO,42980,
120,1/9/23,PL/9503/EXP/ES/2015,2562,VALORES ENERGÉTICOS. S. A. DE C. V.,MORELOS,CUERNAVACA,39,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTOPISTA MEXICO-CUENAVACA KM 67,CHAMILPA,62210,
121,1/9/23,PL/10197/EXP/ES/2015,10299,GUFERSA. S. A. DE C. V.,MORELOS,CUERNAVACA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KM. 80.400 AUTOPISTA MEXICO-ACAPULCO ,COL. CHAMILPA,62210,
122,1/10/23,PL/3206/EXP/ES/2015,43,CONSORCIO GASOLINERO PLUS. S. A. DE C. V.,CIUDAD DE MÉXICO,CUAUHTÉMOC,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEDRO NO. 238 ESQ. CARPIO,SANTA MARÍA LA RIBERA,6400,
123,1/10/23,PL/8773/EXP/ES/2015,49,OPERADORA CIRCUNVALACIÓN. S. A. DE C. V.,CIUDAD DE MÉXICO,CUAUHTÉMOC,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEDRO NO. 333 ESQ. FLORES MAGON,SANTA MARIA LA RIVERA,6400,
124,1/9/23,PL/8467/EXP/ES/2015,9385,HIDROSINA PLUS. S. A. P. I. DE C. V.,HIDALGO,TIZAYUCA,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA MEXICO - PACHUCA S/N,NACOZARI,43800,
125,1/9/23,PL/5746/EXP/ES/2015,6321,ROBERTO HENOCH AGUILAR GALINDO,HIDALGO,TIZAYUCA,22,22,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0,EJE NORTE SUR NO 1. MZA III. LOTE 1,ZONA INDUSTRIAL,43800,
126,1/10/23,PL/22587/EXP/ES/2019,SN,ESTACION DE SERVICIO SANTA MATILDE. S. A. DE C. V.,HIDALGO,ZEMPOALA,14,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,LEY AGRARIA ESQUINA BOULEVARD LOS ARCOS NO. 503,JAGÜEY DE TÉLLEZ,43840,
127,1/10/23,PL/9456/EXP/ES/2015,6459,SERVICIO PITAHAYAS. S. A. DE C. V.,HIDALGO,PACHUCA DE SOTO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRT. PACHUCA ACTOPAN KM 2.5,FRACCIONAMIENTO PITAHAYAS ,42080,
128,1/9/23,PL/12603/EXP/ES/2015,9244,UNIÓN SERVICIOS PROFESIONALES. S. A. DE C. V.,HIDALGO,TEPEJI DEL RÍO DE OCAMPO,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTIGUA CARRETERA MEXICO QUERETARO KM 1+827,SAN MATEO 1A. SECCION,42850,
129,1/9/23,PL/4642/EXP/ES/2015,5288,SÚPER SERVICIOS SAN JUAN. S. A. DE C. V.,HIDALGO,TEPEJI DEL RÍO DE OCAMPO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PASCUAL OROZCO,SAN JUAN,42850,
130,1/10/23,PL/9034/EXP/ES/2015,8616,GRUPO GARIVE DE MÉXICO DISTRIBUIDORA DE PETROLÍFEROS. S. A. DE C. V.,MEXICO,CHALCO,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. ADOLFO LOPEZ MATEOS NO. 205-A. ESQ. ORIENTE 24,SAN ISIDRO,56617,
131,1/10/23,PL/13721/EXP/ES/2016,12769,SERVICIO CAMIRRE. S. A. DE C. V.,MEXICO,CHIMALHUACÁN,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. DEL PEÑON ESQUINA IGNACIO MANUEL ALTAMIRANO. MZ. 521.  LTS. 5. 6. 7 Y 8. ,BARRIO TALLADORES,56330,
132,1/9/23,PL/6187/EXP/ES/2015,10487,SERVICIO CÚPULA. S. A. DE C. V.,HIDALGO,TIZAYUCA,19,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVENIDA EJERCITO MEXICANO NO. 212,BARRIO LOS CASTRO,43800,
133,1/9/23,PL/2027/EXP/ES/2015,7168,GRUPO TREHER. S. A. DE C. V.,HIDALGO,TIZAYUCA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA MÉXICO-PACHUCA KM. 56,EL CARMEN,43810,
134,1/10/23,PL/1204/EXP/ES/2015,4918,ESTACIÓN REFORMA. S. A. DE C. V.,HIDALGO,MINERAL DE LA REFORMA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARRETERA PACHUCA - CD. SAHAGÚN NO.571,LA NORIA,42181,
135,1/10/23,PL/5843/EXP/ES/2015,8835,COMBUSTIBLES TUZOS. S. A. DE C. V.,HIDALGO,MINERAL DE LA REFORMA,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. SANTA CECILIA NO. 169,FRACC. LA PROVIDENCIA SIGLO XXI,42186,
136,1/9/23,PL/3284/EXP/ES/2015,3003,GASOLINERA LAS ARBOLEDAS. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,48,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PASEO DE LOS JINETES NO. 3,LAS ARBOLEDAS,54020,
137,1/10/23,PL/553/EXP/ES/2015,6791,PETROMAX. S. A. DE C. V.,MEXICO,COACALCO DE BERRIOZÁBAL,16,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,VIA JOSE LOPEZ PORTILLO KM. 26.50 S/N ESQ. CANOSAS  ,VILLAS DE LAS FLORES,55715,
138,1/10/23,PL/8052/EXP/ES/2015,5137,SÚPER SERVICIO TULTEPEC. S. A. DE C. V.,MEXICO,TULTEPEC,26,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. 2 DE MARZO,BARRIO EL CALVARIO,54960,
139,1/9/23,PL/7666/EXP/ES/2015,6146,PROMOTORA Y OPERADORA DE ESTACIONES DE SERVICIOS. S. A. DE C. V.,MORELOS,CUERNAVACA,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIBRAMIENTO AUTOPISTA MEXICO-ACAPULCO KM 83.400 ,ANTONIO BARONA 3A AMPLIACION,62328,
140,1/9/23,PL/10030/EXP/ES/2015,7716,SERVICIOS GASOLINEROS SAN CARLOS. S. A. DE C. V.,MORELOS,CUERNAVACA,36,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTOPISTA MEXICO-ACAPULCO KM. 85.5,SN ANTONIO BARONA,62320,
141,1/10/23,PL/13600/EXP/ES/2016,12664,COMBUSTIBLES CRISAN DEL CENTRO. S. A. DE C. V.,MORELOS,CUERNAVACA,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MORELOS Y PRIVADA DE LAS ROSAS NÚMERO 104,LAS PALMAS,62050,
142,1/10/23,PL/2870/EXP/ES/2015,462,SERVICIO COSSY. S. A. DE C. V.,MORELOS,CUERNAVACA,36,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. MORELOS SUR NO. 14-A,EL POLVORIN,62076,
143,1/9/23,PL/431/EXP/ES/2015,9229,PETROMAX. S. A. DE C. V.,MEXICO,TLALNEPANTLA DE BAZ,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AV. SANTA ROSA #18,LA JOYA ITZACALA. EDO. DE MÉXICO,54160,
144,1/9/23,PL/1489/EXP/ES/2015,3967,LAS MEJORES ESTACIONES. S. A. DE C. V.   ,MEXICO,TLALNEPANTLA DE BAZ,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JESÚS REYES HEROLES NO.32,VALLE CEYLÁN,54150,
145,1/10/23,PL/3211/EXP/ES/2015,152,CONSORCIO GASOLINERO PLUS. S. A. DE C. V.,CIUDAD DE MÉXICO,MIGUEL HIDALGO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROTASIO TAGLE NO. 2 Y 4 ESQ. MADEROS,SAN MIGUEL CHAPULTEPEC,11850,
146,1/10/23,PL/2092/EXP/ES/2015,14,SERVICIO MÉRIDA. S. A. DE C. V.,CIUDAD DE MÉXICO,CUAUHTÉMOC,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MÉRIDA NO.110,ROMA NORTE,6700,
